name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
minneapolis,2020-01-20,-8.3,-16.8,-12.9,-9.6,-20.1,-16.1,-16.3,76.46,0.38,,16.67,,0.3,27.21,,12,243.2,1039.4,30,13.2,146.6,5.3,4,,2020-01-20T07:44:43,2020-01-20T17:03:43,0.91,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-21,-7.3,-17.8,-12.2,-13,-25.8,-19.2,-16.2,72.46,0,,0,,0,26.61,45.8,27.4,172,1027.6,22.9,15.6,169.6,6.1,4,,2020-01-21T07:43:58,2020-01-21T17:05:03,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-22,2.6,-6.5,-0.3,-1.4,-12.4,-4.6,-2.9,82.48,2.46,,41.67,,0.06,26.32,50,20,176,1013.2,91.2,12,44.4,1.6,1,,2020-01-22T07:43:10,2020-01-22T17:06:25,0.98,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-23,0.8,-1,-0.1,-2.1,-4.2,-3.1,-2.1,86.41,1.92,,33.33,,0.62,26.94,,12.2,78,1016.8,93.8,5.9,26.3,0.9,1,,2020-01-23T07:42:21,2020-01-23T17:07:47,0.99,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-24,0,-1.6,-0.6,-3.2,-6.1,-4.8,-3.1,83.36,0,,0,,0.4,27.34,38.9,15.9,248.6,1017.2,97.2,15,21.3,0.7,0,,2020-01-24T07:41:29,2020-01-24T17:09:10,1,Overcast,Cloudy skies throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-25,0.3,-2.7,-1.3,-4.3,-7.9,-6.1,-4.6,77.87,0,,0,,0,26.69,,19.3,313.4,1015.1,92.3,16,89.7,3.2,2,,2020-01-25T07:40:34,2020-01-25T17:10:33,0,Overcast,Cloudy skies throughout the day.,cloudy,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-26,-1.6,-4,-3.1,-1.6,-8.9,-5.7,-6,80.55,0,,0,,0,25.14,,14.8,172.3,1014.6,99.8,14.4,96.4,3.5,2,,2020-01-26T07:39:38,2020-01-26T17:11:57,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-27,-3,-5.8,-4.2,-3.3,-10.9,-8.2,-6.6,83.42,0,,0,,0,24.46,,15.5,258.6,1018.9,99.8,15.2,48.9,1.8,1,,2020-01-27T07:38:40,2020-01-27T17:13:21,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-28,-6.2,-8.1,-7.4,-7.5,-12.8,-11,-10.3,80.08,0,,0,,0,24.38,,13.7,173.5,1022.3,99.8,14.5,80.9,2.9,2,,2020-01-28T07:37:39,2020-01-28T17:14:46,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-29,-6.2,-8,-7.1,-6.2,-11.6,-8.3,-10.5,76.4,0,,0,,0,24.37,,10.5,102.8,1024.2,98.4,12.2,118.6,4.3,2,,2020-01-29T07:36:37,2020-01-29T17:16:11,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-30,-3,-7.8,-5.6,-7.3,-12.7,-10.4,-8.3,81,0,,0,,0.55,24.39,,14.1,166,1021.5,99.8,10.3,110.6,4,2,,2020-01-30T07:35:33,2020-01-30T17:17:36,0.13,Overcast,Cloudy skies throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-01-31,0.4,-2.7,-1.2,-2.3,-6.9,-4.9,-3.6,83.51,1.24,,25,,0.22,24.47,,14.1,166.4,1017.5,88.2,7.8,105.4,3.8,2,,2020-01-31T07:34:27,2020-01-31T17:19:02,0.18,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-01,2.1,-3.4,0.2,-0.7,-7.3,-3.8,-3.7,75.51,0,,0,,0.05,24.52,42.5,21.4,220.2,1007.8,52.4,15.3,173.3,6.2,4,,2020-02-01T07:33:18,2020-02-01T17:20:28,0.22,Partially cloudy,Partly cloudy throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-02,7.1,0.3,4.6,4.1,-4.5,0.7,-1.2,66.26,0,,0,,0,23.72,57.4,27.7,279.8,1001.2,25.9,16,209.6,7.5,5,,2020-02-02T07:32:08,2020-02-02T17:21:54,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-03,-0.4,-6,-2,-4.2,-13.1,-7,-8.4,62.29,0,,0,,0,23.19,42.5,24.8,322.3,1014.1,62.5,16,109.5,4.3,2,,2020-02-03T07:30:57,2020-02-03T17:23:20,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-04,-5.2,-12.7,-9.1,-9.4,-20.1,-14.5,-15.9,58.16,0,,0,,0,22.49,37.1,21,302.2,1026,35.4,16,196.7,7.8,5,,2020-02-04T07:29:43,2020-02-04T17:24:46,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-05,-1.6,-12.6,-7.3,-5,-17.6,-10.9,-13.7,61.66,0,,0,,0,22.17,31.7,17.6,202.6,1019.6,11.9,16,194,7.7,5,,2020-02-05T07:28:28,2020-02-05T17:26:12,0.41,Clear,Clear conditions throughout the day.,clear-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-06,-0.9,-11.3,-5.9,-4.1,-15.5,-9.7,-13.7,56.46,0,,0,,0,22.15,27.7,18.9,160.1,1006.6,22.3,16,222.3,8.8,5,,2020-02-06T07:27:11,2020-02-06T17:27:39,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-07,-2,-8.4,-4.7,-4.4,-12.8,-7.6,-8.8,73.53,0.38,,12.5,,0.02,22.12,,18.4,234.9,1010.1,64.4,12.8,131.5,5.2,3,,2020-02-07T07:25:53,2020-02-07T17:29:05,0.48,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-08,-6.9,-19.2,-12.2,-12.1,-26.1,-17.7,-19.4,57.75,0,,0,,2.65,24.75,,15.5,200.3,1020,16,15.9,225.3,8.9,5,,2020-02-08T07:24:33,2020-02-08T17:30:31,0.5,Clear,Clear conditions throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-09,-3.6,-12.7,-8,-9,-15.6,-12.6,-11.8,74.39,3.75,,41.67,,4.56,29.31,,18.7,183,1019.8,39.5,10.1,56.3,2.2,1,,2020-02-09T07:23:11,2020-02-09T17:31:58,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-10,-1.3,-14.2,-8.2,-7,-19,-13.2,-11.3,78.99,0.14,,4.17,,1.84,31.14,47.2,27.4,215.5,1019.8,48.1,11.1,180.2,7.1,5,,2020-02-10T07:21:48,2020-02-10T17:33:24,0.52,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-11,-1.7,-5.9,-4.1,-7.2,-12.4,-9.9,-9,69.41,0,,0,,0,30.52,46.3,25.3,248.5,1018.5,47.6,15.9,178.1,7.1,5,,2020-02-11T07:20:23,2020-02-11T17:34:50,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-12,0.7,-17.9,-4.5,-3.1,-29.4,-11.2,-10.9,61.25,0,,0,,0,30.11,55.9,39,278.3,1012.7,46.8,15.4,98.6,3.9,2,,2020-02-12T07:18:57,2020-02-12T17:36:16,0.57,Partially cloudy,Partly cloudy throughout the day.,wind,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-13,-17.6,-23.8,-20.8,-26.5,-34.9,-30.5,-27.7,53.87,0,,0,,0,29.97,46.1,29.2,309.9,1030.5,19.4,16,245.5,9.7,5,,2020-02-13T07:17:30,2020-02-13T17:37:41,0.62,Clear,Clear conditions throughout the day.,clear-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-14,-9.9,-24.4,-16.4,-18.6,-32.7,-25,-22,63.25,0,,0,,0,29.91,52.1,35.9,172.8,1026.7,17.2,16,232,10,6,,2020-02-14T07:16:01,2020-02-14T17:39:07,0.67,Clear,Clear conditions throughout the day.,wind,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-15,2,-10,-3.5,-2.6,-18,-9.2,-9.3,64.26,0,,0,,0,29.86,49.2,26.7,243.5,1013.7,32.8,16,210.5,8.3,4,,2020-02-15T07:14:31,2020-02-15T17:40:32,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-16,-4.8,-10.2,-7,-6.7,-15,-11,-14.4,56.47,0,,0,,0,28.59,,16.5,131,1020.3,58.1,16,135.3,5.8,3,,2020-02-16T07:13:00,2020-02-16T17:41:58,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-17,1.7,-5,-1.9,1.7,-10.6,-6.7,-6.7,70.25,1.34,,20.83,,2.96,30.05,40.6,25.7,189.5,1013.9,63.7,13.1,172.1,7.4,5,,2020-02-17T07:11:27,2020-02-17T17:43:23,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-18,-4,-13.9,-8.1,-11.2,-22.8,-15.6,-13.9,63.35,0,,0,,1.77,31.82,48.1,27,303.1,1026.2,23.4,15.7,279.3,11.1,7,,2020-02-18T07:09:53,2020-02-18T17:44:47,0.88,Partially cloudy,Partly cloudy throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-19,-11.1,-17.6,-14.6,-17.7,-24.5,-21.9,-21.2,57.96,0,,0,,0,31.13,29.5,19.3,309.5,1040,31,15.9,250.8,10.8,6,,2020-02-19T07:08:18,2020-02-19T17:46:12,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-20,-10,-21.3,-15.5,-16.5,-27.1,-20.8,-21.8,60.03,0,,0,,0,30.78,,17.3,240.8,1041.3,1.2,15.8,266.7,11.5,6,,2020-02-20T07:06:42,2020-02-20T17:47:36,0.96,Clear,Clear conditions throughout the day.,clear-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-21,2.1,-12.3,-4,-2.6,-18.2,-9,-9.2,67.51,0,,0,,0,30.71,54.2,30.3,207.3,1024.7,0,15.9,264.4,11.4,6,,2020-02-21T07:05:05,2020-02-21T17:49:00,0.98,Clear,Clear conditions throughout the day.,wind,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-22,5.8,-8.9,-1.2,2.3,-11.6,-3.5,-4.9,77.15,0,,0,,0,30.01,31.7,18.1,172.3,1015.3,7.2,12.5,273.5,11.8,6,,2020-02-22T07:03:27,2020-02-22T17:50:24,1,Clear,Clear conditions throughout the day.,clear-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-23,6.3,-3,1.5,2.4,-5.9,-2,-3.9,68.66,0,,0,,0,29.58,46.7,27.7,261.3,1012.4,1.4,15.3,271,11.7,6,,2020-02-23T07:01:48,2020-02-23T17:51:47,1,Clear,Clear conditions throughout the day.,clear-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-24,5.5,-5.1,0.2,2.4,-7.6,-2.4,-6,65.21,0,,0,,0,29.38,50,15.1,165.1,1016.6,15.1,15.8,265.9,11.5,6,,2020-02-24T07:00:08,2020-02-24T17:53:10,0,Clear,Clear conditions throughout the day.,clear-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-25,3.1,-3.1,-0.1,-1.5,-7.1,-4.1,-7.6,57.74,0,,0,,0,27.42,40.7,21.2,97.9,1024.7,37.6,16,251.3,10.9,6,,2020-02-25T06:58:27,2020-02-25T17:54:33,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-26,-1.4,-7.6,-4.3,-6.5,-13.6,-10.1,-10.5,62.73,0,,0,,0,26.48,38.9,23.7,323.3,1026.3,42.5,15.9,276.7,12,6,,2020-02-26T06:56:45,2020-02-26T17:55:55,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-27,-4.8,-9.8,-6.6,-10.1,-14.6,-11.8,-12.6,63.25,0,,0,,0.52,26.83,38.9,20.7,300.2,1021.4,44.7,16,266.8,11.5,6,,2020-02-27T06:55:03,2020-02-27T17:57:18,0.06,Partially cloudy,Partly cloudy throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-28,-3.2,-8.8,-6.2,-7.1,-13.8,-10.5,-14.7,52.37,0,,0,,0,26.25,36.3,19.1,251.3,1021.9,16.1,16,297.2,12.8,6,,2020-02-28T06:53:19,2020-02-28T17:58:40,0.1,Clear,Clear conditions throughout the day.,clear-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-02-29,3.3,-9,-2.8,-1.2,-14.4,-7.3,-6.4,76.63,0,,0,,0,24.68,38.9,24.1,175.3,1016.1,37.5,14,239.8,10.4,6,,2020-02-29T06:51:35,2020-02-29T18:00:01,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-01,8.7,-0.1,3.6,5.6,-3,-0.1,-1.9,68.71,0,,0,,0,24,56.5,31.8,238.4,1005.1,38.1,16,292,12.6,6,,2020-03-01T06:49:50,2020-03-01T18:01:23,0.18,Partially cloudy,Partly cloudy throughout the day.,wind,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-02,2,-0.8,0.5,-2.5,-5.8,-4.1,-4.7,68.27,0,,0,,0,20.43,43.9,24.5,247.3,1007.3,59.7,16,314.2,13.6,7,,2020-03-02T06:48:04,2020-03-02T18:02:44,0.23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-03,5.2,-0.5,2.2,0.6,-5.2,-2.3,-3.2,68.52,0,,0,,0,18.77,51.8,28.9,261.6,1001.6,51.8,15.9,242.7,10.5,5,,2020-03-03T06:46:18,2020-03-03T18:04:05,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-04,4.6,-4.5,0.6,4.1,-8.7,-2.9,-5.9,62.58,0,,0,,0.13,17.32,40.7,24.5,212.5,1012.6,41.2,16,318.1,13.7,6,,2020-03-04T06:44:31,2020-03-04T18:05:25,0.34,Partially cloudy,Becoming cloudy in the afternoon.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-05,5.9,-0.2,2.8,3.4,-6,-1.9,-2.1,70.38,0.17,,4.17,,0.09,14.97,59.5,35.1,284.8,1013,82.9,15,43.8,1.9,1,,2020-03-05T06:42:43,2020-03-05T18:06:45,0.38,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-06,3.7,-5.2,-0.8,0.8,-8.4,-4.2,-8.9,56.07,0,,0,,0.11,14.16,42.5,18.7,185.3,1031.5,7.9,16,330.8,14.3,7,,2020-03-06T06:40:55,2020-03-06T18:08:05,0.43,Clear,Clear conditions throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-07,11.2,-0.8,5.9,11.2,-5.9,2.7,-3.8,50.54,0,,0,,0,12.82,50.2,28.1,164,1019.3,10.3,16,327.5,14.1,7,,2020-03-07T06:39:07,2020-03-07T18:09:25,0.46,Clear,Clear conditions throughout the day.,clear-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-08,15.3,7.8,10.9,15.3,4.7,9.5,1.2,51.91,0,,0,,0.19,8.78,51.1,30.6,177.1,1009.6,14.1,16,319.4,13.8,7,,2020-03-08T07:37:18,2020-03-08T19:10:45,0.49,Clear,Clear conditions throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-09,8.8,-0.5,3,7,-4.5,-1,-2.6,67.11,0,,0,,0.03,5.76,40.7,25,295.1,1015.4,64.4,16,140.1,6.6,3,,2020-03-09T07:35:28,2020-03-09T19:12:04,0.5,Partially cloudy,Partly cloudy throughout the day.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-10,4.8,-5,0.4,3.6,-8.6,-2,-6.8,60.78,0.64,,12.5,,0,3.64,29.5,13.7,228.3,1023.5,44.5,14.7,230.2,9.9,5,,2020-03-10T07:33:38,2020-03-10T19:13:23,0.51,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-11,5.6,0.3,2.9,2.4,-1,0.9,-0.2,80.24,0.06,,4.17,,0,1.67,33.5,25.6,116.7,1014.6,83.3,12.1,204.3,8.8,4,,2020-03-11T07:31:48,2020-03-11T19:14:42,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-12,5.6,1.1,4.4,4.5,-4.7,0.6,0.5,76.55,3.58,,25,,2.89,3,59.4,37.1,218.8,1005.5,87.1,13.6,72.3,3.1,2,,2020-03-12T07:29:57,2020-03-12T19:16:00,0.56,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-13,3.1,-2.8,-0.4,-1.8,-9.7,-6.1,-9.1,52.84,0,,0,,0,1,66.2,33.2,300.5,1023.9,28.4,16,373.7,16.1,7,,2020-03-13T07:28:06,2020-03-13T19:17:18,0.6,Partially cloudy,Partly cloudy throughout the day.,wind,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-14,1.6,-5.4,-2.8,-0.2,-10.8,-6.5,-10.9,53.98,0,,0,,0,0,31.7,18,116.3,1036.8,44.1,16,210.5,9.9,5,,2020-03-14T07:26:14,2020-03-14T19:18:37,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-15,4.1,-6.5,-0.7,0.6,-9.7,-3.5,-7.4,61.48,0,,0,,0,0,27.7,20.9,99.8,1037.2,33.2,16,304.2,14.2,6,,2020-03-15T07:24:23,2020-03-15T19:19:55,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-16,3.6,-1.8,1.5,-0.5,-8.1,-2.8,-3,72.66,0.89,,8.33,,0,0,50.6,28.5,236.6,1023.6,83.7,14.3,85.7,4,2,,2020-03-16T07:22:31,2020-03-16T19:21:12,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-17,6.3,-2.4,1.9,3.8,-7.6,-2,-6.7,53.69,0,,0,,0,0,46.4,22.3,250.3,1023.7,39.9,16,391.2,16.9,7,,2020-03-17T07:20:39,2020-03-17T19:22:30,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-18,6.9,2.9,4.6,4.9,-0.7,2,0.8,76.49,0,,0,,0,0,,15.8,129.8,1018.3,97.7,14.6,110.3,4.8,2,,2020-03-18T07:18:47,2020-03-18T19:23:47,0.86,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-19,5,1.3,3.7,2.8,-4.8,0.4,2.2,89.63,11.06,,50,,0,0,53,29.6,128.5,1014.4,98,9.7,33.8,1.5,1,,2020-03-19T07:16:54,2020-03-19T19:25:04,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-20,0.7,-6.5,-2.3,-3.1,-14.6,-8.4,-11.2,51.57,0,,0,,0,0,59.8,35.8,273.4,1029.7,27.8,16,373.8,18.8,7,,2020-03-20T07:15:02,2020-03-20T19:26:21,0.94,Partially cloudy,Partly cloudy throughout the day.,wind,"F0824,D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-21,2.4,-6.9,-2.3,-2.2,-11.4,-6.5,-10.4,54.97,0,,0,,0,0,47.9,22.6,133.3,1034.3,38.5,15.1,305.8,14.3,7,,2020-03-21T07:13:09,2020-03-21T19:27:38,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,D0937,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-22,6.7,-0.9,2.3,2.2,-7.2,-2.9,-3.1,68.1,0.19,,4.17,,2.58,2.58,57.9,35,159.9,1024,80.3,15.9,274.9,11.9,6,,2020-03-22T07:11:17,2020-03-22T19:28:55,0.99,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-23,7,0.4,2.9,6.5,-2.8,1,-0.5,79.64,3.02,,33.33,,1.55,4.12,31.7,12.9,161.2,1020,75.9,11.4,208.9,9.8,5,,2020-03-23T07:09:24,2020-03-23T19:30:12,1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-24,9.4,0.7,5.4,6.3,-1.7,2.4,1.9,79.26,0,,0,,0,0.96,49.9,34.7,146.9,1015.6,92.6,12.6,173.5,8.1,7,,2020-03-24T07:07:31,2020-03-24T19:31:29,0,Overcast,Cloudy skies throughout the day.,wind,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-25,7.7,3.4,6,7.4,0.2,4.1,3.1,81.97,6.49,,25,,0,0,33.5,16.1,244,1009.7,84.9,13.5,63.2,3,1,,2020-03-25T07:05:39,2020-03-25T19:32:45,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-26,10.6,-1.2,4.8,10.6,-4.1,3.7,-1.5,65.9,0,,0,,0,0,,13.9,174.5,1012.3,45.4,16,345,17.4,7,,2020-03-26T07:03:46,2020-03-26T19:34:01,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-27,14.9,2.8,8.6,14.9,2.8,8.3,1.9,65.33,1.2,,8.33,,0,0,,12.3,96,1011.3,55.6,14.9,315.4,15.9,7,,2020-03-27T07:01:54,2020-03-27T19:35:18,0.04,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-28,8.8,4,7.1,7.1,-0.8,4,4.4,83.18,21.69,,50,,0.62,0.63,58.4,33.1,46.9,1004.8,94.3,12.7,45.9,2,1,,2020-03-28T07:00:02,2020-03-28T19:36:34,0.07,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-29,9.8,1.1,4.7,8.3,-5,0.5,0.4,75.95,7.54,,70.83,,0.38,1,59,35.3,293.5,1004.9,84.6,13.2,119.6,5.6,2,,2020-03-29T06:58:10,2020-03-29T19:37:50,0.11,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-30,15.4,-1,7.5,15.4,-1.2,6.9,-5.4,43.57,0,,0,,0,0.33,,16.9,191.5,1022.6,14.8,16,398.3,20.1,8,,2020-03-30T06:56:18,2020-03-30T19:39:06,0.15,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-03-31,12.2,0.2,6.7,12.2,-1.6,5.4,-3.5,50.05,0,,0,,0,0,29.5,16.9,71.3,1020.3,9,16,407.6,20.5,8,,2020-03-31T06:54:26,2020-03-31T19:40:22,0.2,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2020-04-01,13,1.8,7.7,13,-1.2,5.7,0,59.13,0,,0,,0,0,53.6,26.2,131.8,1016.3,43.6,16,328.4,16.5,7,,2020-04-01T06:52:35,2020-04-01T19:41:38,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
