name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
minneapolis,2019-07-01,24.2,19.9,21.8,24.2,19.9,21.9,20.1,90.04,31.75,,83.33,,0,0,51.8,24.7,165.7,1014.1,68.9,13.4,115.1,6.2,3,,2019-07-01T05:30:17,2019-07-01T21:03:21,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-02,30.1,20.6,24.5,30.6,20.6,24.7,18.9,73.78,13.29,,25,,0,0,,11.6,69,1011,52,14.6,442.5,25.5,10,,2019-07-02T05:30:51,2019-07-02T21:03:09,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-03,29.6,18.7,24.4,32.3,18.7,25.1,19.8,76.73,1.66,,8.33,,0,0,35.5,16.8,89.7,1010.7,29.8,15.6,304.6,17.5,8,,2019-07-03T05:31:27,2019-07-03T21:02:54,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-04,27.9,21.6,24.5,30.2,21.6,24.9,20.7,80,2.69,,12.5,,0,0,48.1,19.4,208.6,1010.9,40.4,15.3,313.9,18.1,7,,2019-07-04T05:32:04,2019-07-04T21:02:37,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-05,27.6,19.3,23.2,29.4,19.3,23.3,19.8,82.32,2.03,,20.83,,0,0,31.7,15.8,103.7,1016.1,42.4,12.1,185.2,10.7,5,,2019-07-05T05:32:43,2019-07-05T21:02:18,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-06,27.2,20.3,23.7,27.7,20.3,23.9,16.4,64.58,0,,0,,0,0,33.5,16.6,86.8,1019.4,68.8,16,310.1,17.9,8,,2019-07-06T05:33:24,2019-07-06T21:01:56,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-07,28.4,17.9,23.8,29,17.9,24,16.4,64.41,0,,0,,0,0,,14.1,124.1,1018,35.3,15.9,388,22.3,8,,2019-07-07T05:34:06,2019-07-07T21:01:32,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-08,29.2,19.4,25.1,29.5,19.4,25.3,17.8,66.33,0,,0,,0,0,36,22.2,154,1015.2,14.8,15.4,376.8,21.7,9,,2019-07-08T05:34:51,2019-07-08T21:01:05,0.2,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-09,26.3,21.8,23.8,26.3,21.8,23.8,19.3,76.36,10.18,,16.67,,0,0,33.5,19.7,166.3,1010.1,45,13,134.1,7.7,3,,2019-07-09T05:35:36,2019-07-09T21:00:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-10,24.7,20.2,22.4,24.7,20.2,22.4,18.1,77.01,3.02,,12.5,,0,0,46.7,25.2,263.5,1009.7,41.4,15.2,180.9,10.4,5,,2019-07-10T05:36:23,2019-07-10T21:00:06,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-11,27.6,17.7,23.1,27.6,17.7,23.1,14.7,62.41,0,,0,,0,0,,19.8,241.5,1016.3,7.6,16,454.6,26.2,9,,2019-07-11T05:37:12,2019-07-11T20:59:32,0.36,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-12,29.3,19.8,24.7,31.2,19.8,25.4,18.6,69.23,0,,0,,0,0,58.9,22.9,215.8,1011.7,16.8,16,300.1,17.3,8,,2019-07-12T05:38:02,2019-07-12T20:58:57,0.41,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-13,29.2,20.2,25.3,29.6,20.2,25.5,17.4,62.78,0,,0,,0,0,33.5,14.5,116.9,1015.2,27.9,16,388.9,22.4,9,,2019-07-13T05:38:53,2019-07-13T20:58:19,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-14,32.6,22.4,27.4,36.5,22.4,29.2,20.4,66.49,0.1,,4.17,,0,0,51.5,19.8,160.9,1015.6,48.7,16,383.1,22.1,8,,2019-07-14T05:39:45,2019-07-14T20:57:39,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-15,33,22,26.1,38.6,22,27.9,21.6,77.63,29.84,,25,,0,0,52.9,26.6,182,1010.4,41.2,15.2,342.9,18.5,8,,2019-07-15T05:40:39,2019-07-15T20:56:57,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-16,29.3,21.1,24.9,32.7,21.1,25.8,20.6,77.48,12.38,,12.5,,0,0,,14.6,190.5,1010.5,35.9,15.9,269.9,15.5,6,,2019-07-16T05:41:34,2019-07-16T20:56:12,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-17,29.3,21.1,25,32.3,21.1,25.7,21.2,80.34,0,,0,,0,0,44.6,26.3,156.8,1009.6,33,15.9,238.9,13.8,6,,2019-07-17T05:42:30,2019-07-17T20:55:26,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-18,30.7,22.5,26.2,34.5,22.5,27.6,21.9,78.14,0.04,,4.17,,0,0,29.5,19,183.7,1004.6,57.4,16,255.2,14.7,7,,2019-07-18T05:43:27,2019-07-18T20:54:37,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-19,34.4,22.2,27.9,46.4,22.2,31.9,23.7,78.82,0,,0,,0,0,51.3,28.8,137.5,1003.9,33,15.6,322.1,18.6,8,,2019-07-19T05:44:25,2019-07-19T20:53:46,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-20,24.4,16.9,21,24.4,16.9,21,16.9,78.31,19.92,,20.83,,0,0,63.2,29.5,145.8,1010.7,35.7,14.6,174.9,9.4,5,,2019-07-20T05:45:24,2019-07-20T20:52:53,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-21,26.6,15.7,21.6,26.6,15.7,21.6,14.6,67.2,0,,0,,0,0,39.9,21.2,215.8,1017.5,27.9,14.9,346.1,19.9,8,,2019-07-21T05:46:25,2019-07-21T20:51:59,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-22,25.9,15.2,21.2,25.9,15.2,21.2,11.2,54.39,0,,0,,0,0,40.5,20.4,283.8,1022,15.9,16,405.6,23.4,9,,2019-07-22T05:47:26,2019-07-22T20:51:02,0.64,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-23,27.9,16.6,22.5,27.5,16.6,22.4,13.3,58.4,0,,0,,0,0,29.5,15.5,291.2,1022.2,9.5,16,427.4,24.6,9,,2019-07-23T05:48:27,2019-07-23T20:50:03,0.68,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-24,28.5,17,23.5,28.3,17,23.4,14.9,61.62,0,,0,,0,0,,15.9,197.2,1020.3,20.6,15.9,425.2,24.5,9,,2019-07-24T05:49:30,2019-07-24T20:49:02,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-25,27.4,18.7,22.4,27.6,18.7,22.4,15.8,67.19,0,,0,,0,0,54.6,31,182.1,1017.3,37.3,16,282.9,16.3,9,,2019-07-25T05:50:34,2019-07-25T20:47:59,0.78,Partially cloudy,Partly cloudy throughout the day.,wind,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-26,29.3,19.8,24.1,31.6,19.8,24.7,18.2,69.87,2.4,,20.83,,0,0,54.5,21.5,188.8,1013.6,54.9,15.4,434.6,23.5,9,,2019-07-26T05:51:38,2019-07-26T20:46:55,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-27,29.2,19.2,24.7,29.5,19.2,24.8,17.1,64.99,0,,0,,0,0,27.7,19,254.3,1014.9,24.7,15.1,400.1,23,9,,2019-07-27T05:52:42,2019-07-27T20:45:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-28,24.3,18.6,22,24.3,18.6,22,18.8,82.2,11.27,,41.67,,0,0,52.9,29.1,152.1,1011.5,48.4,14.7,98.1,5.7,2,,2019-07-28T05:53:48,2019-07-28T20:44:40,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-29,25,17.5,21.1,25,17.5,21.1,15,70.05,0.22,,4.17,,0,0,49,31.3,287.9,1012,39.7,15.9,342.1,19.7,7,,2019-07-29T05:54:54,2019-07-29T20:43:30,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-30,24.1,14.2,19.3,24.1,14.2,19.3,10,57.19,0,,0,,0,0,37.1,15.4,159.3,1019.4,15.7,16,438.4,25.3,9,,2019-07-30T05:56:01,2019-07-30T20:42:19,0.99,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-07-31,26.4,14.2,20.7,26.4,14.2,20.7,12.9,62.91,0,,0,,0,0,27.7,16.5,111.5,1020.8,20.7,16,388.5,22.4,9,,2019-07-31T05:57:08,2019-07-31T20:41:05,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-01,29.2,17.2,23.4,28.7,17.2,23.4,15.3,62.63,0,,0,,0,0,30.7,17.2,171.2,1020.7,15.8,16,411.4,23.7,9,,2019-08-01T05:58:15,2019-08-01T20:39:50,0,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-02,28.9,20.1,24.7,29.2,20.1,24.9,17,63.65,0,,0,,0,0,,12.9,217.2,1019.5,30.4,16,319.9,18.4,8,,2019-08-02T05:59:23,2019-08-02T20:38:33,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-03,29.5,22,25.1,30.5,22,25.3,18.7,68.4,2.72,,8.33,,0,0,31.7,14.6,112.2,1018.1,48,15.8,304.1,16.4,9,,2019-08-03T06:00:32,2019-08-03T20:37:15,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-04,30.1,20.3,25.4,30.6,20.3,25.7,18.3,67.19,0,,0,,0,0,29.5,14.3,205.8,1016,24.4,15.1,368.9,21.2,8,,2019-08-04T06:01:40,2019-08-04T20:35:55,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-05,28.8,21.3,24.4,32.1,21.3,24.9,20.1,77.29,5.59,,12.5,,0,0,72,18.4,223.9,1010.4,30.6,15.3,197.9,11.4,5,,2019-08-05T06:02:50,2019-08-05T20:34:34,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-06,28.9,18.3,24.1,28.7,18.3,24.2,16.1,63.37,0,,0,,0,0,37.1,19.5,289.3,1010.3,21.5,16,423.1,22.8,9,,2019-08-06T06:03:59,2019-08-06T20:33:11,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-07,30,20.9,25,30,20.9,25.1,16.2,59.38,0,,0,,0,0,47.5,27.9,265.8,1007.9,20.5,16,425,23,8,,2019-08-07T06:05:09,2019-08-07T20:31:47,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-08,25.9,14.7,20.8,25.9,14.7,20.8,10,52.54,0,,0,,0,0,43.5,23.7,313,1012.7,8.7,16,413.4,23.8,9,,2019-08-08T06:06:19,2019-08-08T20:30:21,0.29,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-09,26.4,13.5,20.7,26.4,13.5,20.7,10.9,55.75,0,,0,,0,0,,12.5,269.8,1015.1,18.3,15.9,380.6,20.6,8,,2019-08-09T06:07:29,2019-08-09T20:28:54,0.34,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-10,21.8,18.7,19.8,21.8,18.7,19.9,15.9,78.49,12.19,,54.17,,0,0,,15.1,132.4,1014.3,90.5,14.3,79.9,4,2,,2019-08-10T06:08:39,2019-08-10T20:27:25,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-11,26.6,18.6,21.5,26.6,18.6,21.5,17.8,80.26,0,,0,,0,0,,11.9,114.3,1014.3,68,16,187.7,10.1,6,,2019-08-11T06:09:50,2019-08-11T20:25:56,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-12,25.6,18.8,22.4,25.6,18.8,22.4,19.1,82.36,0.06,,4.17,,0,0,,14.5,69.5,1011.3,50.7,13.4,157.8,9.1,4,,2019-08-12T06:11:01,2019-08-12T20:24:25,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-13,26.9,16.7,20.7,27.7,16.7,20.8,16.6,78.31,20.1,,29.17,,0,0,57.5,22.8,189.9,1011.9,50.2,15,354.4,17.9,9,,2019-08-13T06:12:12,2019-08-13T20:22:52,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-14,24.9,16.7,20.6,24.9,16.7,20.6,13.4,66.38,0.38,,16.67,,0,0,29.5,14.1,45.2,1016.6,58.4,15.9,414.7,22.4,9,,2019-08-14T06:13:23,2019-08-14T20:21:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-15,26.4,16.6,21.3,26.4,16.6,21.3,14.5,66.29,4.56,,8.33,,0,0,39.6,19.6,141.6,1014.5,58.8,15.9,360.3,18.2,8,,2019-08-15T06:14:34,2019-08-15T20:19:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-16,26.5,17.6,21.6,26.5,17.6,21.6,16.1,72.59,10.72,,20.83,,0,0,34.1,21.5,239.6,1009.1,58.1,15.6,360.7,19.5,8,,2019-08-16T06:15:45,2019-08-16T20:18:09,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-17,28.1,17.2,23,27.9,17.2,23,15.3,64.03,0,,0,,0,0,31.7,20.3,167.5,1008.9,11.3,16,442.2,22.3,8,,2019-08-17T06:16:56,2019-08-17T20:16:32,0.52,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-18,23.6,16.5,20.3,23.6,16.5,20.3,14.2,70.23,31.99,,33.33,,0,0,48.8,27,246.3,1007.8,53,14.6,371.9,18.7,8,,2019-08-18T06:18:08,2019-08-18T20:14:54,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-19,26.9,13.3,20.3,27.1,13.3,20.3,12.9,64.68,0,,0,,0,0,30.5,18.5,185.7,1015,3.8,16,450.6,22.7,8,,2019-08-19T06:19:19,2019-08-19T20:13:15,0.57,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-20,27.3,18.3,22.2,28.6,18.3,22.4,17.7,76.15,12.18,,12.5,,0,0,57.8,31.2,208,1013.6,31.6,15.6,275.1,13.9,8,,2019-08-20T06:20:30,2019-08-20T20:11:35,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-21,24.1,15.2,20.5,24.1,15.2,20.5,12.5,62.04,0,,0,,0,0,33.5,18.6,313.7,1017,28.7,16,326.8,11.8,8,,2019-08-21T06:21:42,2019-08-21T20:09:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-22,22.7,14.7,18.8,22.7,14.7,18.8,10.1,58.81,0,,0,,0,0,55.4,16.8,139.6,1018.4,45.5,16,392.6,19.8,8,,2019-08-22T06:22:53,2019-08-22T20:08:13,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-23,24.9,13.2,19.1,24.9,13.2,19.1,12.8,68.21,0,,0,,0,0,31.7,18.9,100.1,1021.9,36.3,16,357.5,18,7,,2019-08-23T06:24:05,2019-08-23T20:06:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-24,23.3,17,19.8,23.3,17,19.8,12.8,64.89,0,,0,,0,0,37.1,23.8,140.9,1022.3,67.3,16,350.4,17.7,7,,2019-08-24T06:25:16,2019-08-24T20:04:47,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-25,23.3,16.6,19.4,23.3,16.6,19.4,13.2,67.79,0.63,,16.67,,0,0,43.2,26.3,144.5,1015.8,72.8,15.9,257.4,13,7,,2019-08-25T06:26:28,2019-08-25T20:03:03,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-26,21.1,17.8,19,21.1,17.8,19,15.5,80.49,19.14,,20.83,,0,0,27.7,16.8,176.3,1007.8,75.4,14.8,123.4,6.2,3,,2019-08-26T06:27:39,2019-08-26T20:01:18,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-27,22,14.9,18.1,22,14.9,18.1,11.4,66.4,0.31,,8.33,,0,0,63.9,36.5,263.4,1007.2,37.8,15.9,320.1,16.1,8,,2019-08-27T06:28:51,2019-08-27T19:59:32,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-28,22.1,13.6,17.8,22.1,13.6,17.8,9.7,61.13,0,,0,,0,0,52.5,32,270,1011.3,18.8,16,432.7,21.8,8,,2019-08-28T06:30:02,2019-08-28T19:57:45,0.98,Clear,Clear conditions throughout the day.,wind,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-29,23.6,14.2,18.7,23.6,14.2,18.7,10.7,61.65,0.13,,4.17,,0,0,54.3,33.9,252.8,1010.6,8.6,16,446.2,22.5,9,,2019-08-29T06:31:14,2019-08-29T19:55:58,1,Rain,Clear conditions throughout the day with morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-30,23.1,11.5,17.3,23.1,11.5,17.3,8.9,60.39,0,,0,,0,0,29.5,18.7,262.3,1020.8,20.4,16,401.2,20.2,8,,2019-08-30T06:32:25,2019-08-30T19:54:10,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-08-31,21.8,14.1,17.7,21.8,14.1,17.7,11.2,66.82,0,,0,,0,0,,17,127.7,1023.9,53.5,16,221.8,11.2,6,,2019-08-31T06:33:36,2019-08-31T19:52:22,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-01,22.8,15,18.6,22.8,15,18.6,14.4,77.03,2.04,,8.33,,0,0,,13.6,180.3,1018.9,82.5,15.5,153.1,7.7,4,,2019-09-01T06:34:48,2019-09-01T19:50:33,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-02,24,17.1,20.5,24,17.1,20.5,16.1,76.77,6.14,,4.17,,0,0,68.4,20.8,91.5,1016.6,71.8,15.6,361.3,18.2,8,,2019-09-02T06:35:59,2019-09-02T19:48:43,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-03,23.9,16.9,20.4,23.9,16.9,20.4,14.2,69.59,0.83,,8.33,,0,0,60.6,39.3,257.4,1009.6,67.3,16,388.3,19.6,8,,2019-09-03T06:37:10,2019-09-03T19:46:53,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-04,21.7,13.9,17.4,21.7,13.9,17.4,9.8,61.97,0,,0,,0,0,37.1,19.8,227.5,1020,51.7,16,392.6,19.8,8,,2019-09-04T06:38:22,2019-09-04T19:45:02,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-05,25.6,13.4,19.2,25.6,13.4,19.2,14.2,73.62,0,,0,,0,0,46.9,28.5,174.3,1015.3,47.2,16,212.6,10.7,7,,2019-09-05T06:39:33,2019-09-05T19:43:11,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-06,24.4,17.9,20.9,24.4,17.9,21,14,64.85,0,,0,,0,0,44.8,26.7,305.2,1017.3,68.6,16,362.1,18.2,8,,2019-09-06T06:40:44,2019-09-06T19:41:20,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-07,18.1,12.5,15.7,18.1,12.5,15.7,11.7,77.73,0,,0,,0,0,31.7,14.5,206.3,1019,44.1,16,151,7.1,4,,2019-09-07T06:41:56,2019-09-07T19:39:28,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-08,16.2,11.9,13.9,16.2,11.9,13.9,10.8,81.89,4.04,,29.17,,0,0,,17.5,82,1020.1,88.7,15.7,98.8,5,2,,2019-09-08T06:43:07,2019-09-08T19:37:36,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-09,19.5,14.6,16,19.5,14.6,16,13.8,87.14,4.76,,37.5,,0,0,40.7,23.8,126.5,1015.7,97.5,13.7,43.3,2,1,,2019-09-09T06:44:18,2019-09-09T19:35:43,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-10,25.9,18,21.8,25.9,18,21.8,17.6,78.16,0,,0,,0,0,40.7,21.6,228.7,1012.7,34.9,15.2,334.4,16.9,8,,2019-09-10T06:45:30,2019-09-10T19:33:50,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2019-09-11,18.7,14.6,17.1,18.7,14.6,17.1,15.2,88.54,21.18,,37.5,,0,0,46.3,22.9,44.1,1017.1,86.7,13.4,71.1,3.1,2,,2019-09-11T06:46:41,2019-09-11T19:31:57,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
